term,total_across_topics,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7
demokratie,3059,0.013,0.0731,0.0336,0.0319,0.0119,0.0342,0.0449
demokratisch,2269,0.0395,0.0031,0.0246,0.0115,0.045,0.0205,0.0105
politisch,2139,0.0281,0.0173,0.0146,0.0247,0.0216,0.0355,0.0022
deutschland,814,0.0003,0.0247,0.0076,0.0,0.0,0.0111,0.0202
gesellschaft,803,0.0207,0.0011,0.0001,0.0084,0.0054,0.0107,0.0023
gesellschaftlich,610,0.0128,0.0,0.0001,0.0108,0.0089,0.0059,0.0011
entwicklung,562,0.0053,0.0064,0.0009,0.016,0.0044,0.0055,0.003
sozial,549,0.0102,0.0032,0.0028,0.0056,0.005,0.0078,0.0013
leben,469,0.0044,0.0,0.0028,0.0077,0.0101,0.0062,0.0003
politik,451,0.0105,0.0,0.0077,0.0069,0.001,0.0056,0.0
bedeutung,412,0.0031,0.0046,0.0,0.0,0.0,0.0128,0.0019
bundesrepublik,389,0.0,0.007,0.0121,0.0,0.0,0.0086,0.0017
republik,379,0.0,0.0009,0.0,0.0,0.0,0.0,0.0274
möglichkeit,373,0.0,0.0,0.0,0.0078,0.0056,0.0093,0.0
entwickeln,371,0.0,0.0011,0.0032,0.001,0.0234,0.0,0.0
grundlage,352,0.0077,0.0002,0.0069,0.0023,0.0,0.0051,0.0009
system,352,0.0,0.0005,0.0025,0.0014,0.0029,0.0104,0.0026
medium,344,0.0,0.0,0.0055,0.0,0.0,0.0133,0.0
fähigkeit,342,0.003,0.0,0.0,0.0,0.0215,0.0,0.0
deutsch,338,0.0,0.0,0.0,0.0,0.0,0.0042,0.0175
weimarer,337,0.0,0.0,0.0,0.0,0.0,0.0,0.0247
kompetenz,337,0.0044,0.0023,0.0035,0.0109,0.0034,0.0011,0.0003
form,335,0.0047,0.0,0.0078,0.0001,0.0,0.0069,0.0026
handeln,324,0.0085,0.0,0.0009,0.0103,0.0045,0.0,0.0
beurteilen,322,0.002,0.0026,0.0,0.0,0.0014,0.0096,0.0022
europa,313,0.0,0.0149,0.0,0.0,0.0,0.0021,0.0094
europäisch,313,0.0004,0.0,0.0138,0.0,0.0,0.0036,0.0075
erkennen,310,0.0,0.0001,0.0,0.0,0.0099,0.0073,0.0001
interesse,308,0.0027,0.0,0.0093,0.0038,0.0106,0.0,0.0
fach,308,0.0133,0.0,0.0,0.0044,0.0028,0.0,0.0
menschenrecht,303,0.0031,0.0192,0.0011,0.0,0.0029,0.0009,0.0
wert,294,0.007,0.0,0.0025,0.0057,0.0018,0.0027,0.0
herrschaft,293,0.0,0.0186,0.004,0.0014,0.0,0.0,0.0043
herausforderung,290,0.0011,0.0024,0.0,0.007,0.0,0.0074,0.0
geschichte,290,0.0023,0.0,0.0,0.0041,0.0,0.0048,0.0064
bildung,289,0.0052,0.0,0.0,0.0123,0.004,0.0005,0.0
historisch,288,0.0073,0.0,0.0,0.0048,0.0,0.0,0.0072
partizipation,287,0.0006,0.0018,0.0088,0.0,0.0025,0.0071,0.0
mensch,282,0.0031,0.0039,0.0,0.0029,0.0091,0.0012,0.0
inhalt,280,0.0,0.0065,0.0061,0.0112,0.0,0.0,0.0032
diktatur,277,0.0,0.0074,0.0,0.0002,0.0,0.0007,0.0135
teilhabe,276,0.0053,0.0,0.0,0.0075,0.0,0.0035,0.0026
bürger,276,0.0103,0.0013,0.0,0.0015,0.0016,0.0023,0.0
freiheitlich,268,0.0,0.0,0.0,0.0,0.017,0.0018,0.0
grundordnung,257,0.0008,0.0,0.0035,0.0,0.0106,0.0029,0.0
erläutern,255,0.0,0.0,0.0,0.0019,0.0,0.0073,0.005
aktiv,240,0.0029,0.0,0.0,0.0013,0.0124,0.0,0.0
prozeß,240,0.0072,0.0,0.0034,0.0035,0.0021,0.0012,0.0
staat,239,0.0032,0.0,0.0,0.0011,0.0,0.0035,0.0067
international,232,0.0001,0.0109,0.0,0.0,0.0011,0.005,0.0005
kultur,232,0.0041,0.0003,0.0,0.011,0.0,0.0008,0.0011
revolution,225,0.0,0.0101,0.0,0.0,0.0,0.0,0.0092
entscheidung,222,0.0,0.0,0.0038,0.0,0.0145,0.0,0.0
wahl,220,0.0,0.0,0.0131,0.0019,0.0,0.0036,0.0
aktuell,218,0.0,0.0,0.0,0.0012,0.0,0.0087,0.0007
lernende,217,0.0124,0.0,0.0,0.0,0.0,0.0,0.0
reflektieren,215,0.0001,0.0,0.0001,0.0022,0.0112,0.0016,0.0
hintergrund,213,0.0001,0.0013,0.0004,0.0005,0.01,0.0022,0.0
bereitschaft,210,0.0007,0.0,0.0,0.0,0.0145,0.0,0.0
verfassung,209,0.0033,0.0088,0.0,0.0,0.0,0.0,0.0053
freiheit,205,0.0022,0.0088,0.0,0.0,0.0,0.0039,0.0
verantwortung,203,0.0086,0.0,0.0,0.0,0.003,0.0,0.001
ziel,201,0.0069,0.0,0.002,0.0031,0.002,0.0,0.0002
chance,198,0.0,0.0,0.0,0.0,0.0,0.007,0.0029
partei,189,0.0,0.0,0.0,0.0001,0.0,0.007,0.0026
parlamentarisch,187,0.0,0.0069,0.0,0.0,0.0,0.0026,0.0051
struktur,186,0.0029,0.0,0.0,0.0083,0.0,0.0022,0.0
weltkrieg,183,0.0,0.0,0.0,0.0,0.0,0.0,0.0136
unterricht,181,0.0111,0.0,0.0,0.0,0.0,0.0,0.0
prinzip,177,0.0,0.0001,0.0087,0.0013,0.0057,0.0,0.0
jugendliche,176,0.0,0.0,0.0126,0.0,0.0,0.0026,0.0
handlungskompetenz,175,0.0029,0.0,0.0,0.0,0.0079,0.0011,0.0
jahrhundert,173,0.0,0.01,0.0,0.0002,0.0,0.0,0.0056
nationalsozialismus,172,0.0,0.0014,0.0,0.0,0.0,0.0,0.012
bezug,166,0.0005,0.0,0.0,0.0078,0.0,0.0032,0.0
auseinandersetzung,160,0.0068,0.0,0.0033,0.0,0.0,0.0005,0.0
gewaltenteilung,152,0.0,0.0083,0.0055,0.0,0.0,0.0014,0.0
repräsentativ,148,0.0,0.0,0.0064,0.0,0.0,0.0039,0.0016
zusammenhang,140,0.0012,0.0,0.0,0.0083,0.0018,0.0,0.0
vertreten,132,0.0012,0.0,0.0,0.0,0.0086,0.0,0.0
scheitern,131,0.0,0.0,0.0,0.0,0.0,0.0,0.0095
folge,128,0.0002,0.0,0.0005,0.0007,0.0,0.0017,0.0056
übernehmen,127,0.0074,0.0,0.0,0.0,0.0,0.0,0.0
schwerpunkt,123,0.0,0.0,0.0092,0.0,0.0,0.0007,0.0012
modern,123,0.0012,0.0083,0.0,0.0,0.0,0.0002,0.0016
institution,122,0.0009,0.0,0.0112,0.0,0.0,0.0,0.0
krieg,116,0.0,0.0021,0.0,0.0,0.0,0.0,0.0071
nachhaltig,113,0.0009,0.0,0.0,0.0071,0.0,0.0009,0.0
ddr,113,0.0,0.0,0.0,0.0,0.0,0.0,0.0082
urteil,107,0.0,0.0,0.0,0.0009,0.0075,0.0,0.0
partizipationsmöglichkeit,104,0.0,0.0,0.0,0.0099,0.0,0.0,0.0
globalisierung,101,0.0004,0.0,0.0,0.0088,0.0,0.0,0.0
weg,98,0.0005,0.0066,0.0,0.0,0.0,0.0,0.0018
idee,96,0.0009,0.0,0.0081,0.0,0.0,0.0,0.0
art,93,0.0,0.0082,0.0,0.0,0.0,0.0008,0.0
nationalsozialistisch,91,0.0,0.0,0.0,0.0,0.0,0.0,0.0067
themenfeld,67,0.0,0.0,0.0066,0.0,0.0,0.0,0.0007
volkssouveränität,62,0.0,0.0067,0.0,0.0,0.0,0.0,0.0
entscheidungsprozeß,62,0.0,0.0,0.0066,0.0,0.0,0.0,0.0
nationalstaat,61,0.0,0.0065,0.0,0.0,0.0,0.0,0.0
